ID,Year,Season,ID AND SEASON,August BODY WEIGHT,November BODY WEIGHT,August NO STEP VERTICAL,November NO STEP VERTICAL,August VERTICAL WATTS,November VERTICAL WATTS,August CLEAN,November CLEAN, August BENCH,November BENCH,August LIFT TOTAL,November LIFT TOTAL,August POUND 4 POUND,November POUND 4 POUND,August SQUAT,November SQUAT,Games Played,Games Started,Goals Scored,Assists,Goals + Assists,Shots,Shot% ,Goals while up,Goals while down,Ground Balls,Turnovers,Caused Turnovers
187,2013,2014,1872014,169,170,23.5,26,5220.55,5558.73,195,215,225,235,715,755,4.23,4.44,295,305,9,0 ,0 ,3 ,3 ,3 ,.000 ,0 ,0 ,2 ,2 ,0 
187,2014,2015,1872015,178,175,23.5,26,5220.55,5558.73,215,220,255,255,780,800,4.38,4.57,310,325,11,1 ,3 ,2 ,5 ,8 ,.375 ,0 ,0 ,7 ,5 ,0 
188,2012,2013,1882013,182,182,26.5,29.5,5744.75,6262.78,220,240,225,245,735,825,4.04,4.53,290,340,21,0 ,7 ,5 ,12 ,21 ,.333 ,0 ,0 ,58 ,10 ,7 
188,2013,2014,1882014,177,181,26.5,29.5,5744.75,6262.78,225,245,225,255,765,865,4.32,4.78,315,365,20,0 ,11 ,4 ,15 ,27 ,.407 ,0 ,0 ,44 ,7 ,4 
188,2014,2015,1882015,181,173,26.5,29.5,5744.75,6262.78,235,250,235,265,770,885,4.25,5.12,300,370,18,0 ,3 ,1 ,4 ,21 ,.143 ,0 ,0 ,57 ,11 ,13 
189,2012,2013,1892013,187,189,25,26.5,5618.31,5952.34,205,205,215,215,695,695,3.72,3.68,275,275,5,0 ,1 ,0 ,1 ,3 ,.333 ,0 ,0 ,1 ,1 ,0 
189,2013,2014,1892014,183,191,25,26.5,5618.31,5952.34,200,230,225,230,670,755,3.66,3.95,245,295,3,0 ,0 ,0 ,0 ,2 ,.000 ,0 ,0 ,0 ,0 ,0 
189,2014,2015,1892015,186,191,25,26.5,5618.31,5952.34,225,235,215,250,735,805,3.95,4.21,295,320,5,0 ,0 ,0 ,0 ,1 ,.000 ,0 ,0 ,1 ,0 ,0 
190,2012,2013,1902013,177,175,22.5,22.5,5156.81,5156.81,220,235,230,255,780,875,4.41,5.00,330,385,18,0 ,4 ,6 ,10 ,14 ,.286 ,0 ,0 ,4 ,5 ,0 
190,2013,2014,1902014,178,183,22.5,22.5,5156.81,5156.81,245,260,245,260,850,930,4.78,5.08,360,410,19,2 ,25 ,10 ,35 ,64 ,.391 ,2 ,0 ,8 ,12 ,1 
190,2014,2015,1902015,182,182,22.5,22.5,5156.81,5156.81,235,235,260,260,845,845,4.64,4.64,350,350,12,5 ,9 ,6 ,15 ,40 ,.225 ,2 ,0 ,5 ,8 ,1 
191,2012,2013,1912013,167,168,24,26,5338.75,5511.45,200,235,195,225,690,770,4.13,4.58,295,310,2,0 ,0 ,0 ,0 ,0 ,.000 ,0 ,0 ,0 ,0 ,0 
191,2013,2014,1912014,165,174,24,26,5338.75,5511.45,235,235,240,240,780,780,4.73,4.48,305,305,7,0 ,0 ,0 ,0 ,0 ,.000 ,0 ,0 ,0 ,2 ,0 
191,2014,2015,1912015,180,173,24,26,5338.75,5511.45,230,235,240,265,790,845,4.39,4.88,320,345,6,0 ,0 ,0 ,0 ,0 ,.000 ,0 ,0 ,1 ,0 ,0 
193,2014,2015,1932015,199,201,25.5,27.5,5968.76,6324.39,245,270,205,230,825,915,4.15,4.55,375,415,18,0 ,0 ,0 ,0 ,3 ,.000 ,0 ,0 ,24 ,6 ,5 
194,2014,2015,1942015,208,206,24,23.5,5918.36,5794,285,285,315,350,1030,1065,4.95,5.17,430,430,2,0 ,0 ,0 ,0 ,0 ,.000 ,0 ,0 ,0 ,0 ,0 
195,2012,2013,1952013,194,190,29,30.5,6140.47,6449.84,245,270,275,270,890,945,4.59,4.97,370,405,7,0 ,0 ,0 ,0 ,0 ,.000 ,0 ,0 ,5 ,0 ,1 
195,2013,2014,1952014,189,194,29,30.5,6140.47,6449.84,255,265,275,300,895,1000,4.74,5.15,365,435,5,0 ,0 ,0 ,0 ,0 ,.000 ,0 ,0 ,8 ,1 ,0 
195,2014,2015,1952015,181,185,29,30.5,6140.47,6449.84,260,285,275,300,915,1005,5.06,5.43,380,420,18,0 ,2 ,2 ,4 ,6 ,.333 ,0 ,0 ,112 ,9 ,2 
196,2012,2013,1962013,180,180,24,24.5,5240.09,5339.79,200,210,205,215,645,665,3.58,3.69,240,240,8,0 ,3 ,1 ,4 ,7 ,.429 ,0 ,0 ,2 ,3 ,0 
196,2013,2014,1962014,177,176,24,24.5,5240.09,5339.79,215,235,205,210,720,750,4.07,4.26,300,305,12,0 ,2 ,0 ,2 ,9 ,.222 ,0 ,0 ,2 ,4 ,0 
196,2014,2015,1962015,175,176,24,24.5,5240.09,5339.79,215,240,205,225,710,790,4.06,4.49,290,325,18,4 ,18 ,5 ,23 ,37 ,.486 ,3 ,0 ,15 ,13 ,0 
197,2012,2013,1972013,171,172,26.5,29,5697.4765,6019.21,180,195,165,190,585,675,3.42,3.92,240,290,20,15 ,0 ,0 ,0 ,0 ,.000 ,0 ,0 ,36 ,2 ,7 
197,2013,2014,1972014,174,175,26.5,29,5697.4765,6019.21,195,225,185,190,645,720,3.71,4.11,265,305,12,2 ,0 ,0 ,0 ,0 ,.000 ,0 ,0 ,9 ,2 ,0 
197,2014,2015,1972015,178,175,26.5,29,5697.4765,6019.21,205,225,180,200,650,720,3.65,4.11,265,295,1,0 ,0 ,0 ,0 ,0 ,.000 ,0 ,0 ,0 ,0 ,0 
